payment_id,subscription_id,company_id,region,country,persona,plan,billing_cycle,status,payment_date,revenue_month,revenue,total_cost,operating_cost,profit,profit_margin,active_customer
PAY_00000046,SUB_0000004,CMP_000004,Africa,South Africa,Data Analyst,Starter,Annual,Active,2025-10-01,2025-10-01,529.20,40.88,25.00,488.32,0.9228,1
PAY_00000047,SUB_0000004,CMP_000004,Africa,South Africa,Data Analyst,Starter,Annual,Active,2025-11-01,2025-11-01,529.20,40.88,25.00,488.32,0.9228,1
PAY_00000048,SUB_0000004,CMP_000004,Africa,South Africa,Data Analyst,Starter,Annual,Active,2025-12-01,2025-12-01,529.20,40.88,25.00,488.32,0.9228,1
PAY_00000049,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-01-01,2025-01-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000050,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-02-01,2025-02-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000051,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-03-01,2025-03-01,0.00,50.00,50.00,-50.00,0.0000,1
PAY_00000052,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-04-01,2025-04-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000053,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-05-01,2025-05-01,0.00,50.00,50.00,-50.00,0.0000,1
PAY_00000054,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-06-01,2025-06-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000055,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-07-01,2025-07-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000056,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-08-01,2025-08-01,0.00,50.00,50.00,-50.00,0.0000,1
PAY_00000057,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-09-01,2025-09-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000058,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-10-01,2025-10-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000059,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-11-01,2025-11-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000060,SUB_0000005,CMP_000005,Asia-Pacific,Australia,Founder,Professional,Monthly,Active,2025-12-01,2025-12-01,199.00,55.97,50.00,143.03,0.7187,1
PAY_00000061,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-01-01,2025-01-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000062,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-02-01,2025-02-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000063,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-03-01,2025-03-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000064,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-04-01,2025-04-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000065,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-05-01,2025-05-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000066,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-06-01,2025-06-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000067,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-07-01,2025-07-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000068,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-08-01,2025-08-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000069,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-09-01,2025-09-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000070,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-10-01,2025-10-01,-499.00,39.97,25.00,-538.97,0.0000,1
PAY_00000071,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-11-01,2025-11-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000072,SUB_0000006,CMP_000006,North America,Canada,Data Analyst,Business,Monthly,Active,2025-12-01,2025-12-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000073,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-01-01,2025-01-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000074,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-02-01,2025-02-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000075,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-03-01,2025-03-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000076,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000077,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-05-01,2025-05-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000078,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000079,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-07-01,2025-07-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000080,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-08-01,2025-08-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000081,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-09-01,2025-09-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000082,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-10-01,2025-10-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000083,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-11-01,2025-11-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000084,SUB_0000007,CMP_000007,Latin America,Chile,Product Manager,Starter,Monthly,Active,2025-12-01,2025-12-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000085,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-01-01,2025-01-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000086,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-02-01,2025-02-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000087,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-03-01,2025-03-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000088,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000089,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-05-01,2025-05-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000090,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000091,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-07-01,2025-07-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000092,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-08-01,2025-08-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000093,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-09-01,2025-09-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000094,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-10-01,2025-10-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000095,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-11-01,2025-11-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000096,SUB_0000008,CMP_000009,Latin America,Chile,Developer,Starter,Monthly,Active,2025-12-01,2025-12-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000097,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-01-01,2025-01-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000098,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-02-01,2025-02-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000099,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-03-01,2025-03-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000100,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-04-01,2025-04-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000101,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-05-01,2025-05-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000102,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-06-01,2025-06-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000103,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-07-01,2025-07-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000104,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-08-01,2025-08-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000105,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-09-01,2025-09-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000106,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-10-01,2025-10-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000107,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-11-01,2025-11-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000108,SUB_0000009,CMP_000011,Latin America,Brazil,Developer,Business,Monthly,Active,2025-12-01,2025-12-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000109,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-01-01,2025-01-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000110,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-02-01,2025-02-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000111,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-03-01,2025-03-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000112,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-04-01,2025-04-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000113,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-05-01,2025-05-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000114,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-06-01,2025-06-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000115,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-07-01,2025-07-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000116,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-08-01,2025-08-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000117,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-09-01,2025-09-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000118,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-10-01,2025-10-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000119,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-11-01,2025-11-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000120,SUB_0000010,CMP_000012,Europe,France,Product Manager,Business,Monthly,Active,2025-12-01,2025-12-01,499.00,39.97,25.00,459.03,0.9199,1
PAY_00000121,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-01-01,2025-01-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000122,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-02-01,2025-02-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000123,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-03-01,2025-03-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000124,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-04-01,2025-04-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000125,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-05-01,2025-05-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000126,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-06-01,2025-06-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000127,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-07-01,2025-07-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000128,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-08-01,2025-08-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000129,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-09-01,2025-09-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000130,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-10-01,2025-10-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000131,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-11-01,2025-11-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000132,SUB_0000011,CMP_000013,North America,United States,Data Analyst,Enterprise,Monthly,Active,2025-12-01,2025-12-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000133,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-01-01,2025-01-01,5389.20,186.68,25.00,5202.52,0.9654,1
PAY_00000134,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-02-01,2025-02-01,5389.20,186.68,25.00,5202.52,0.9654,1
PAY_00000135,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-03-01,2025-03-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000136,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-04-01,2025-04-01,5389.20,186.68,25.00,5202.52,0.9654,1
PAY_00000137,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-05-01,2025-05-01,5389.20,186.68,25.00,5202.52,0.9654,1
PAY_00000138,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-06-01,2025-06-01,5389.20,186.68,25.00,5202.52,0.9654,1
PAY_00000139,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-07-01,2025-07-01,5389.20,186.68,25.00,5202.52,0.9654,1
PAY_00000140,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-08-01,2025-08-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000141,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-09-01,2025-09-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000142,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-10-01,2025-10-01,5389.20,186.68,25.00,5202.52,0.9654,1
PAY_00000143,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-11-01,2025-11-01,5389.20,186.68,25.00,5202.52,0.9654,1
PAY_00000144,SUB_0000012,CMP_000016,Europe,Germany,Data Analyst,Business,Annual,Active,2025-12-01,2025-12-01,5389.20,186.68,25.00,5202.52,0.9654,1
PAY_00000145,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-01-01,2025-01-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000146,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-02-01,2025-02-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000147,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-03-01,2025-03-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000148,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-04-01,2025-04-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000149,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-05-01,2025-05-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000150,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-06-01,2025-06-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000151,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-07-01,2025-07-01,0.00,25.00,25.00,-25.00,0.0000,1
PAY_00000152,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-08-01,2025-08-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000153,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-09-01,2025-09-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000154,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-10-01,2025-10-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000155,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-11-01,2025-11-01,-49.00,26.47,25.00,-75.47,0.0000,1
PAY_00000156,SUB_0000013,CMP_000017,Europe,Spain,Developer,Starter,Monthly,Active,2025-12-01,2025-12-01,49.00,26.47,25.00,22.53,0.4598,1
PAY_00000157,SUB_0000014,CMP_000018,Latin America,Brazil,Product Manager,Enterprise,Monthly,Active,2025-01-01,2025-01-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000158,SUB_0000014,CMP_000018,Latin America,Brazil,Product Manager,Enterprise,Monthly,Active,2025-02-01,2025-02-01,1500.00,195.00,150.00,1305.00,0.8700,1
PAY_00000159,SUB_0000014,CMP_000018,Latin America,Brazil,Product Manager,Enterprise,Monthly,Active,2025-03-01,2025-03-01,1500.00,195.00,150.00,1305.00,0.8700,1
